Species,Species_code,Week,long_mean,lat_mean,long_median,lat_median,dist,cluster2,cluster3,cluster4,hcluster2,hcluster3,hcluster4
Hammond's Flycatcher,hamfly,8,-100.226,20.40167,-100.59,19.7095,5.740791916,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,9,-100.957,20.99474,-101.639,20.0553,8.866668146,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,10,-101.142,21.14644,-101.942,20.0819,9.648137203,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,11,-101.924,21.81448,-102.826,20.4543,13.04452194,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,12,-102.397,22.42451,-103.295,20.7203,15.53921163,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,13,-106.835,26.57189,-106.414,24.6305,35.49672907,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,14,-110.101,29.52218,-112.541,33.2489,49.95390663,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,15,-113.256,32.78723,-115.577,34.9513,64.8318752,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,16,-116.346,37.49304,-118.64,37.2921,83.04611553,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,17,-119.216,42.92781,-119.744,42.2663,102.7932375,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,18,-119.793,45.18497,-119.634,45.3519,110.2773065,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,19,-119.445,45.96599,-118.972,45.0061,113.0425047,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,20,-120.188,47.37002,-119.386,46.3361,118.2122231,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,21,-121.618,49.1358,-120.683,49.1557,125.6061226,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,22,-123.876,52.00504,-122.918,52.2945,137.478441,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,23,-124.629,53.07642,-123.608,53.6777,141.7164078,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,24,-124.777,53.32634,-123.802,53.9703,142.6782159,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,25,-124.42,53.05116,-123.553,53.6511,144.1509845,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,26,-123.5,52.10528,-123.029,52.3211,148.4791207,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,27,-122.725,51.33625,-122.449,51.2571,152.0558446,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,28,-122.53,51.1006,-122.366,51.0443,153.0777656,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,29,-122.792,51.17359,-122.587,51.0177,154.0095172,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,30,-123.016,51.25629,-122.615,50.8315,154.8210428,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,31,-123.761,51.84389,-123.167,51.5497,157.9469189,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,32,-123.424,51.60593,-123.001,51.2305,159.329518,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,33,-121.68,49.74271,-121.566,49.0759,167.6551692,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,34,-119.412,47.13919,-119.22,45.9105,178.9263575,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,35,-116.976,44.44216,-117.04,43.0111,190.7986759,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,36,-114.717,41.95532,-115.88,41.4417,201.7993556,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,37,-114.38,40.72693,-115.742,40.5373,205.8569834,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,38,-113.811,39.57047,-115.273,39.9521,210.0047807,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,39,-112.936,37.95075,-113.286,38.1965,215.8958551,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,40,-111.985,36.43819,-110.83,36.8665,221.6667036,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,41,-109.168,33.29408,-108.815,35.0843,235.5528076,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,42,-109.439,31.52169,-110.002,34.2331,241.3537125,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,43,-105.814,26.21036,-105.365,23.0345,262.3030946,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,44,-103.718,24.20308,-103.847,21.3321,271.8310057,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,45,-102.221,22.72872,-102.715,20.7469,278.7139447,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,46,-101.248,21.81578,-102.412,20.8001,283.1021941,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,47,-101.151,21.49493,-102.826,20.5075,284.2142846,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,48,-102.136,22.34615,-103.681,21.5449,288.5424209,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,49,-102.264,22.51297,-103.847,21.8109,289.203664,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,50,-102.703,23.01658,-104.206,22.3429,291.3977886,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,51,-102.667,22.8635,-103.819,22.3695,291.9087492,1,3,3,1,1,1
Hammond's Flycatcher,hamfly,52,-102.099,22.40395,-103.184,21.8375,294.3433259,1,3,3,1,1,1
Hermit Thrush,herthr,1,-95.1349,34.19637,-94.104,34.3395,232.4967717,2,3,3,1,1,1
Hermit Thrush,herthr,2,-95.0559,34.1102,-94.104,34.2863,0,2,3,3,1,1,1
Hermit Thrush,herthr,3,-95.1289,34.02018,-94.1868,34.1799,0.395917572,2,3,3,1,1,1
Hermit Thrush,herthr,4,-95.2779,34.16157,-94.1868,34.2331,1.09459564,2,3,3,1,1,1
Hermit Thrush,herthr,5,-95.2058,34.15471,-94.0764,34.1932,1.350777598,2,3,3,1,1,1
Hermit Thrush,herthr,6,-95.0788,34.25293,-93.828,34.2597,1.886430783,2,3,3,1,1,1
Hermit Thrush,herthr,7,-94.8879,34.48628,-93.276,34.4459,2.864580078,2,3,3,1,1,1
Hermit Thrush,herthr,8,-94.9896,34.59686,-93.1932,34.5523,3.376943994,2,3,3,1,1,1
Hermit Thrush,herthr,9,-94.9342,34.44743,-93.1104,34.5789,3.91259718,2,3,3,1,1,1
Hermit Thrush,herthr,10,-94.5726,34.42428,-92.6136,34.6321,5.146928433,2,3,3,1,1,1
Hermit Thrush,herthr,11,-94.5266,34.29643,-92.6136,34.5789,5.612713811,2,3,3,1,1,1
Hermit Thrush,herthr,12,-95.219,34.52287,-93.3864,34.8183,8.104665587,2,3,3,1,1,1
Hermit Thrush,herthr,13,-96.0133,35.1299,-93.7176,35.4035,11.50489885,2,3,3,1,1,1
Hermit Thrush,herthr,14,-95.2349,36.83979,-91.9788,37.2921,17.60668731,2,3,3,1,1,1
Hermit Thrush,herthr,15,-94.5222,38.72642,-91.482,39.2073,24.08110407,2,3,3,1,1,1
Hermit Thrush,herthr,16,-94.9845,40.63744,-92.31,41.0693,30.41578522,2,3,3,1,1,1
Hermit Thrush,herthr,17,-97.3066,43.23759,-95.0424,43.3303,41.85081626,2,3,3,1,1,1
Hermit Thrush,herthr,18,-101.922,46.51151,-105.475,46.1765,60.62196702,2,3,3,1,1,1
Hermit Thrush,herthr,19,-107.148,50.02499,-112.513,49.4483,81.53573049,2,3,3,1,1,1
Hermit Thrush,herthr,20,-108.214,51.77775,-114.031,51.2837,88.19646146,2,3,3,1,1,1
Hermit Thrush,herthr,21,-108.958,53.05547,-114.832,53.0127,93.01734008,2,3,3,1,1,1
Hermit Thrush,herthr,22,-108.417,53.86237,-114.197,54.0501,96.25454846,2,3,3,1,1,1
Hermit Thrush,herthr,23,-108.016,53.97802,-113.617,54.1565,97.6751939,2,3,3,1,1,1
Hermit Thrush,herthr,24,-106.688,54.12929,-111.658,54.3693,102.2398906,2,3,3,1,1,1
Hermit Thrush,herthr,25,-106.739,54.35828,-111.63,54.5555,103.0317258,2,3,3,1,1,1
Hermit Thrush,herthr,26,-107.638,54.67559,-112.734,54.8481,106.2689341,2,3,3,1,1,1
Hermit Thrush,herthr,27,-108.119,54.90468,-113.203,55.1141,108.0389185,2,3,3,1,1,1
Hermit Thrush,herthr,28,-108.361,54.98982,-113.203,55.3269,108.9239108,2,3,3,1,1,1
Hermit Thrush,herthr,29,-106.728,53.89387,-112.292,54.1299,115.4449061,2,3,3,1,1,1
Hermit Thrush,herthr,30,-103.289,51.7886,-109.118,51.7093,128.8828142,2,3,3,1,1,1
Hermit Thrush,herthr,31,-100.583,50.61645,-106.552,50.4857,138.7574643,2,3,3,1,1,1
Hermit Thrush,herthr,32,-99.7038,50.01548,-106.607,49.6877,142.3905902,2,3,3,1,1,1
Hermit Thrush,herthr,33,-100.678,49.38531,-110.388,48.9695,146.3730552,2,3,3,1,1,1
Hermit Thrush,herthr,34,-102.814,49.23093,-112.099,48.6769,153.6393072,2,3,3,1,1,1
Hermit Thrush,herthr,35,-104.27,48.78548,-112.831,48.2247,158.8328141,2,3,3,1,1,1
Hermit Thrush,herthr,36,-104.199,48.28721,-111.713,47.8789,160.4863522,2,3,3,1,1,1
Hermit Thrush,herthr,37,-104.883,47.73473,-110.802,47.4799,163.4673786,2,3,3,1,1,1
Hermit Thrush,herthr,38,-102.757,46.769,-107.6,46.7883,171.4090193,2,3,3,1,1,1
Hermit Thrush,herthr,39,-99.4158,45.53443,-103.571,45.7509,183.4029928,2,3,3,1,1,1
Hermit Thrush,herthr,40,-96.7326,44.0937,-98.7408,44.3411,193.6036926,2,3,3,1,1,1
Hermit Thrush,herthr,41,-95.6897,42.36831,-94.8216,42.5855,200.1479772,2,3,3,1,1,1
Hermit Thrush,herthr,42,-94.2599,39.96953,-93.2208,40.3777,209.1609242,2,3,3,1,1,1
Hermit Thrush,herthr,43,-94.0038,38.04637,-92.724,38.1167,215.379159,2,3,3,1,1,1
Hermit Thrush,herthr,44,-94.721,36.93849,-93.7176,36.8133,219.6876738,2,3,3,1,1,1
Hermit Thrush,herthr,45,-95.6484,35.97979,-94.794,35.8291,224.0660563,2,3,3,1,1,1
Hermit Thrush,herthr,46,-95.7776,35.23788,-94.656,35.2439,226.4881403,2,3,3,1,1,1
Hermit Thrush,herthr,47,-95.8693,34.71713,-94.8492,34.8449,228.1649677,2,3,3,1,1,1
Hermit Thrush,herthr,48,-96.0162,34.41401,-95.208,34.5789,229.2595633,2,3,3,1,1,1
Hermit Thrush,herthr,49,-95.8818,34.43257,-94.9872,34.5523,229.7253487,2,3,3,1,1,1
Hermit Thrush,herthr,50,-95.7508,34.37053,-94.9872,34.5523,230.2144233,2,3,3,1,1,1
Hermit Thrush,herthr,51,-95.4182,34.396,-94.4904,34.5523,231.3555976,2,3,3,1,1,1
Hermit Thrush,herthr,52,-95.246,34.2635,-94.2696,34.4193,232.0775649,2,3,3,1,1,1
Hooded Warbler,hoowar,1,-89.35047546,17.02493612,-89.21880161,17.28889999,156.0291077,2,2,2,1,2,2
Hooded Warbler,hoowar,2,-89.34854709,16.99846545,-89.19120161,17.28889999,0,2,2,2,1,2,2
Hooded Warbler,hoowar,3,-89.41980157,17.00459685,-89.21880161,17.26229999,0.237306628,2,2,2,1,2,2
Hooded Warbler,hoowar,4,-89.44010727,17.09514808,-89.27400161,17.31549999,0.565164468,2,2,2,1,2,2
Hooded Warbler,hoowar,5,-89.21398062,17.09838459,-89.21880161,17.31549999,1.29269663,2,2,2,1,2,2
Hooded Warbler,hoowar,6,-89.18299529,17.14566142,-89.19120161,17.34209999,1.486288879,2,2,2,1,2,2
Hooded Warbler,hoowar,7,-89.09444199,17.03754427,-89.08080161,17.23569999,1.954657223,2,2,2,1,2,2
Hooded Warbler,hoowar,8,-88.94886126,16.95185509,-89.02560161,17.15589999,2.501086958,2,2,2,1,2,2
Hooded Warbler,hoowar,9,-88.79712107,16.87432992,-88.97040161,17.12929999,3.050639149,2,2,2,1,2,2
Hooded Warbler,hoowar,10,-88.79693363,16.89313074,-88.94280161,17.12929999,3.119333172,2,2,2,1,2,2
Hooded Warbler,hoowar,11,-88.77325044,16.91196044,-88.94280161,17.10269999,3.219251752,2,2,2,1,2,2
Hooded Warbler,hoowar,12,-89.60688661,22.54740879,-89.46720161,19.28389999,22.54100718,2,2,2,1,2,2
Hooded Warbler,hoowar,13,-88.49638914,25.5619078,-88.52880161,30.29629999,33.38529558,2,2,2,1,2,2
Hooded Warbler,hoowar,14,-87.40777851,28.3433416,-87.56280161,31.73269999,43.4177455,2,2,2,1,2,2
Hooded Warbler,hoowar,15,-86.57724486,30.38073172,-86.34840161,32.87649999,50.80235307,2,2,2,1,2,2
Hooded Warbler,hoowar,16,-85.88101965,32.64427257,-85.63080161,33.99369999,58.78647211,2,2,2,1,2,2
Hooded Warbler,hoowar,17,-84.8221301,34.42435915,-84.36120161,35.03109999,65.70583378,2,2,2,1,2,2
Hooded Warbler,hoowar,18,-84.58207604,36.760962,-83.86440161,36.86649999,73.69932019,2,2,2,1,2,2
Hooded Warbler,hoowar,19,-84.80384993,37.31580547,-83.86440161,37.29209999,75.74452863,2,2,2,1,2,2
Hooded Warbler,hoowar,20,-84.96719546,37.28613435,-83.72640161,37.21229999,76.29408081,2,2,2,1,2,2
Hooded Warbler,hoowar,21,-85.28077236,37.06092385,-83.61600161,36.94629999,77.58365498,2,2,2,1,2,2
Hooded Warbler,hoowar,22,-84.73195109,36.79544959,-83.25720161,36.52069999,79.57578167,2,2,2,1,2,2
Hooded Warbler,hoowar,23,-84.44518816,36.70660359,-83.17440161,36.38769999,80.5312531,2,2,2,1,2,2
Hooded Warbler,hoowar,24,-83.93565574,36.67814015,-83.00880161,36.41429999,82.15180756,2,2,2,1,2,2
Hooded Warbler,hoowar,25,-83.74687016,36.73461699,-82.98120161,36.49409999,82.78878854,2,2,2,1,2,2
Hooded Warbler,hoowar,26,-83.79140433,36.76472012,-83.06400161,36.54729999,82.96989098,2,2,2,1,2,2
Hooded Warbler,hoowar,27,-83.83651975,36.75398211,-83.11920161,36.54729999,83.11976878,2,2,2,1,2,2
Hooded Warbler,hoowar,28,-83.79038638,36.76061303,-83.09160161,36.57389999,83.26964667,2,2,2,1,2,2
Hooded Warbler,hoowar,29,-83.78673576,36.68145272,-83.14680161,36.49409999,83.5475452,2,2,2,1,2,2
Hooded Warbler,hoowar,30,-83.8576315,36.55968412,-83.31240161,36.28129999,84.01903602,2,2,2,1,2,2
Hooded Warbler,hoowar,31,-83.94567915,36.40439322,-83.47800161,36.04189999,84.6123026,2,2,2,1,2,2
Hooded Warbler,hoowar,32,-84.0800063,36.09645098,-83.58840161,35.74929999,85.73950911,2,2,2,1,2,2
Hooded Warbler,hoowar,33,-84.56987195,34.59048763,-84.49920161,35.00449999,91.07266333,2,2,2,1,2,2
Hooded Warbler,hoowar,34,-84.81853456,33.93596935,-84.83040161,34.79169999,93.42387236,2,2,2,1,2,2
Hooded Warbler,hoowar,35,-85.0689959,33.3412022,-85.13400161,34.57889999,95.59710154,2,2,2,1,2,2
Hooded Warbler,hoowar,36,-85.02283206,33.2473438,-85.05120161,34.60549999,95.95306146,2,2,2,1,2,2
Hooded Warbler,hoowar,37,-84.87674309,32.90994656,-84.85800161,34.47249999,97.1895539,2,2,2,1,2,2
Hooded Warbler,hoowar,38,-84.92408014,32.4822177,-84.96840161,34.31289999,98.65086309,2,2,2,1,2,2
Hooded Warbler,hoowar,39,-84.9521893,32.10998211,-84.96840161,34.10009999,99.91858008,2,2,2,1,2,2
Hooded Warbler,hoowar,40,-85.37385364,30.53887319,-85.18920161,33.19569999,105.4047346,2,2,2,1,2,2
Hooded Warbler,hoowar,41,-85.82967468,28.42885967,-85.35480161,31.89229999,112.6956685,2,2,2,1,2,2
Hooded Warbler,hoowar,42,-87.13476866,22.67585066,-86.65200161,19.17749999,132.6200579,2,2,2,1,2,2
Hooded Warbler,hoowar,43,-88.38698332,18.39520298,-88.50120161,17.36869999,147.6546817,2,2,2,1,2,2
Hooded Warbler,hoowar,44,-88.92343438,17.11398556,-88.86000161,17.02289999,152.3196304,2,2,2,1,2,2
Hooded Warbler,hoowar,45,-89.1175298,16.87296049,-88.97040161,17.07609999,153.3469184,2,2,2,1,2,2
Hooded Warbler,hoowar,46,-89.09128077,16.86353042,-88.99800161,17.15589999,153.4437145,2,2,2,1,2,2
Hooded Warbler,hoowar,47,-89.03445029,16.9312568,-89.02560161,17.23569999,153.7403477,2,2,2,1,2,2
Hooded Warbler,hoowar,48,-89.02756835,16.95530488,-89.08080161,17.28889999,153.8277765,2,2,2,1,2,2
Hooded Warbler,hoowar,49,-89.09735329,16.97648211,-89.10840161,17.28889999,154.0619607,2,2,2,1,2,2
Hooded Warbler,hoowar,50,-89.44637172,17.16161438,-89.30160161,17.39529999,155.339045,2,2,2,1,2,2
Hooded Warbler,hoowar,51,-89.43811626,17.18274928,-89.30160161,17.39529999,155.4202289,2,2,2,1,2,2
Hooded Warbler,hoowar,52,-89.36406639,17.03911257,-89.21880161,17.28889999,155.9635362,2,2,2,1,2,2
Horned Lark,horlar,1,-102.1488461,40.95376716,-102.7704016,41.20229999,151.3947493,2,2,2,1,1,1
Horned Lark,horlar,2,-102.2070817,40.82163295,-102.7980016,41.09589999,0,2,2,2,1,1,1
Horned Lark,horlar,3,-102.4455413,40.51315493,-102.8532016,40.93629999,1.297165863,2,2,2,1,1,1
Horned Lark,horlar,4,-102.5574037,40.50472139,-102.9912016,40.93629999,1.670822541,2,2,2,1,1,1
Horned Lark,horlar,5,-102.6695309,40.77894141,-103.2396016,41.14909999,2.682429642,2,2,2,1,1,1
Horned Lark,horlar,6,-102.6493812,41.15023145,-103.3500016,41.38849999,3.946179054,2,2,2,1,1,1
Horned Lark,horlar,7,-102.5853648,41.46635536,-103.3500016,41.62789999,5.036770495,2,2,2,1,1,1
Horned Lark,horlar,8,-102.6271732,41.65235689,-103.4328016,41.76089999,5.689910215,2,2,2,1,1,1
Horned Lark,horlar,9,-102.6763443,41.66949555,-103.4328016,41.78749999,5.860030328,2,2,2,1,1,1
Horned Lark,horlar,10,-102.7205214,41.66540176,-103.4052016,41.81409999,5.99977185,2,2,2,1,1,1
Horned Lark,horlar,11,-102.8314536,41.67191939,-103.4328016,41.86729999,6.352163513,2,2,2,1,1,1
Horned Lark,horlar,12,-102.8914066,41.6712041,-103.4328016,41.86729999,6.543548641,2,2,2,1,1,1
Horned Lark,horlar,13,-102.9243129,41.7188113,-103.4604016,41.89389999,6.737971627,2,2,2,1,1,1
Horned Lark,horlar,14,-102.9558167,41.79333295,-103.4880016,41.92049999,7.011378952,2,2,2,1,1,1
Horned Lark,horlar,15,-102.9860036,41.84018259,-103.5156016,41.92049999,7.196688361,2,2,2,1,1,1
Horned Lark,horlar,16,-103.1410511,42.01861218,-103.6812016,42.00029999,7.977418166,2,2,2,1,1,1
Horned Lark,horlar,17,-103.326537,42.12702716,-103.8744016,42.05349999,8.670050057,2,2,2,1,1,1
Horned Lark,horlar,18,-103.8260959,42.49107223,-104.1780016,42.23969999,10.67503711,2,2,2,1,1,1
Horned Lark,horlar,19,-106.3184227,44.14703489,-105.4752016,42.98449999,20.37188356,2,2,2,1,1,1
Horned Lark,horlar,20,-106.5870502,44.81766862,-105.9720016,43.27709999,22.84166306,2,2,2,1,1,1
Horned Lark,horlar,21,-108.2087891,45.30586786,-106.2480016,43.38349999,28.30373384,2,2,2,1,1,1
Horned Lark,horlar,22,-108.7439965,46.7121486,-105.4200016,43.94209999,33.41948867,2,2,2,1,1,1
Horned Lark,horlar,23,-109.020123,47.65849023,-104.9508016,44.42089999,36.78543663,2,2,2,1,1,1
Horned Lark,horlar,24,-107.1081939,51.17294667,-103.5708016,47.98529999,50.27049346,2,2,2,1,1,1
Horned Lark,horlar,25,-105.7373872,51.81958271,-102.9636016,48.86309999,55.17056028,2,2,2,1,1,1
Horned Lark,horlar,26,-105.9129809,51.81616354,-102.7704016,48.86309999,55.74471567,2,2,2,1,1,1
Horned Lark,horlar,27,-106.8304312,51.25502019,-102.9360016,48.38429999,59.22914013,2,2,2,1,1,1
Horned Lark,horlar,28,-107.9419244,49.93367991,-103.0464016,47.05429999,64.93423964,2,2,2,1,1,1
Horned Lark,horlar,29,-109.0790312,48.03028227,-104.1504016,45.19229999,72.53800113,2,2,2,1,1,1
Horned Lark,horlar,30,-104.5732078,46.94100354,-102.9912016,44.28789999,87.48426821,2,2,2,1,1,1
Horned Lark,horlar,31,-103.2475442,45.82501331,-103.1568016,43.62289999,93.33518496,2,2,2,1,1,1
Horned Lark,horlar,32,-105.3545407,42.8287843,-104.6196016,42.71849999,105.6628175,2,2,2,1,1,1
Horned Lark,horlar,33,-105.0499108,42.63559659,-104.8404016,42.79829999,106.8870747,2,2,2,1,1,1
Horned Lark,horlar,34,-105.147291,42.78408775,-105.0888016,42.90469999,107.4885708,2,2,2,1,1,1
Horned Lark,horlar,35,-105.7531823,43.27492588,-105.7788016,43.14409999,110.0434104,2,2,2,1,1,1
Horned Lark,horlar,36,-105.8450018,44.00439789,-106.0824016,43.67609999,112.6073635,2,2,2,1,1,1
Horned Lark,horlar,37,-104.967849,44.48677312,-105.7236016,44.26129999,115.897365,2,2,2,1,1,1
Horned Lark,horlar,38,-103.1910143,44.62788098,-104.5920016,44.71349999,121.5660102,2,2,2,1,1,1
Horned Lark,horlar,39,-101.9400257,44.27346248,-103.7088016,44.31449999,125.7096501,2,2,2,1,1,1
Horned Lark,horlar,40,-100.3049981,43.97624346,-102.7428016,44.07509999,130.9864115,2,2,2,1,1,1
Horned Lark,horlar,41,-99.55456175,43.48450705,-102.1356016,43.54309999,133.9240213,2,2,2,1,1,1
Horned Lark,horlar,42,-99.35377133,42.76263608,-101.7768016,42.90469999,136.4727851,2,2,2,1,1,1
Horned Lark,horlar,43,-99.31447365,42.24534607,-101.6940016,42.39929999,138.2317055,2,2,2,1,1,1
Horned Lark,horlar,44,-99.24751873,41.88270491,-101.6940016,42.05349999,139.5015307,2,2,2,1,1,1
Horned Lark,horlar,45,-100.0015107,41.39149764,-102.0804016,41.62789999,142.4452163,2,2,2,1,1,1
Horned Lark,horlar,46,-100.9239799,40.96982406,-102.4944016,41.30869999,145.6957255,2,2,2,1,1,1
Horned Lark,horlar,47,-101.292538,40.86220211,-102.5772016,41.14909999,146.9199828,2,2,2,1,1,1
Horned Lark,horlar,48,-101.9008068,40.82617974,-102.8808016,41.06929999,148.8490233,2,2,2,1,1,1
Horned Lark,horlar,49,-102.0673686,40.86416721,-102.9084016,41.06929999,149.3928002,2,2,2,1,1,1
Horned Lark,horlar,50,-102.2005467,40.83362192,-102.9912016,41.06929999,149.8363276,2,2,2,1,1,1
Horned Lark,horlar,51,-102.3280149,40.98675444,-103.0740016,41.17569999,150.5046566,2,2,2,1,1,1
Horned Lark,horlar,52,-102.3307491,41.04643378,-102.9912016,41.25549999,150.7173067,2,2,2,1,1,1
Hudsonian Godwit,hudgod,1,-63.67550959,-39.94894193,-62.25360161,-39.34250001,951.7982512,1,3,1,2,3,4
Hudsonian Godwit,hudgod,2,-62.69603106,-39.40419362,-62.19840161,-39.10310001,0,1,3,1,2,3,4
Hudsonian Godwit,hudgod,3,-61.34890082,-38.47279137,-59.85240161,-37.66670001,5.31207793,1,3,1,2,3,4
Hudsonian Godwit,hudgod,4,-61.09940921,-38.17016705,-60.07320161,-38.62430001,6.611435122,1,3,1,2,3,4
Hudsonian Godwit,hudgod,5,-61.02965075,-37.78124049,-60.26640161,-38.49130001,7.987225089,1,3,1,2,3,4
Hudsonian Godwit,hudgod,6,-61.33448995,-37.79908121,-60.51480161,-38.49130001,8.999959374,1,3,1,2,3,4
Hudsonian Godwit,hudgod,7,-62.56874314,-38.80605376,-61.97760161,-38.81050001,14.19738814,1,3,1,2,3,4
Hudsonian Godwit,hudgod,8,-62.96709974,-38.74653287,-62.11560161,-38.97010001,15.53496172,1,3,1,2,3,4
Hudsonian Godwit,hudgod,9,-62.66944837,-38.42673633,-62.11560161,-38.94350001,17.00629266,1,3,1,2,3,4
Hudsonian Godwit,hudgod,10,-63.0387145,-38.69550061,-62.14320161,-38.99670001,18.47762359,1,3,1,2,3,4
Hudsonian Godwit,hudgod,11,-63.7072447,-39.13165192,-62.22600161,-39.23610001,21.07633798,1,3,1,2,3,4
Hudsonian Godwit,hudgod,12,-63.85460336,-39.29402501,-62.25360161,-39.28930001,21.80244935,1,3,1,2,3,4
Hudsonian Godwit,hudgod,13,-63.844757,-39.37244231,-62.25360161,-39.34250001,22.06996407,1,3,1,2,3,4
Hudsonian Godwit,hudgod,14,-63.64578539,-38.46196412,-62.22600161,-39.12970001,25.28014066,1,3,1,2,3,4
Hudsonian Godwit,hudgod,15,-95.65107134,37.67820433,-97.55400161,43.30369999,302.4444946,1,3,1,2,3,4
Hudsonian Godwit,hudgod,16,-96.79611654,41.82461313,-97.60920161,44.58049999,317.0049384,1,3,1,2,3,4
Hudsonian Godwit,hudgod,17,-98.2830298,43.0451637,-98.38200161,45.67109999,323.3297506,1,3,1,2,3,4
Hudsonian Godwit,hudgod,18,-99.72512656,43.56319055,-98.87880161,46.44249999,328.2596646,1,3,1,2,3,4
Hudsonian Godwit,hudgod,19,-98.55459621,42.68547607,-98.16120161,45.13909999,333.0558213,1,3,1,2,3,4
Hudsonian Godwit,hudgod,20,-96.51894567,41.98060438,-97.41600161,44.71349999,339.9347711,1,3,1,2,3,4
Hudsonian Godwit,hudgod,21,-95.46653002,41.49176773,-96.67080161,44.92629999,343.7946263,1,3,1,2,3,4
Hudsonian Godwit,hudgod,22,-95.70697448,51.07860419,-95.56680161,48.14489999,376.4887463,1,3,1,2,3,4
Hudsonian Godwit,hudgod,23,-94.85818117,53.7016163,-94.87680161,56.92289999,385.813545,1,3,1,2,3,4
Hudsonian Godwit,hudgod,24,-93.19946656,57.81706609,-93.88320161,58.14649999,400.7179363,1,3,1,2,3,4
Hudsonian Godwit,hudgod,25,-93.26673746,58.19351369,-94.26960161,58.49229999,402.0364016,1,3,1,2,3,4
Hudsonian Godwit,hudgod,26,-93.50074972,58.2834633,-94.26960161,58.54549999,402.858054,1,3,1,2,3,4
Hudsonian Godwit,hudgod,27,-93.05859414,58.17056629,-94.10400161,58.43909999,404.3102767,1,3,1,2,3,4
Hudsonian Godwit,hudgod,28,-93.31146941,58.17090129,-94.24200161,58.65189999,405.1319291,1,3,1,2,3,4
Hudsonian Godwit,hudgod,29,-93.72949592,56.43811812,-93.82800161,58.25289999,411.1892266,1,3,1,2,3,4
Hudsonian Godwit,hudgod,30,-95.16673496,53.64534789,-94.04880161,52.48069999,421.6987333,1,3,1,2,3,4
Hudsonian Godwit,hudgod,31,-95.27958155,53.21731538,-94.68360161,52.53389999,423.246497,1,3,1,2,3,4
Hudsonian Godwit,hudgod,32,-100.5027148,52.71591547,-94.84920161,52.42749999,439.9279503,1,3,1,2,3,4
Hudsonian Godwit,hudgod,33,-110.2213215,50.73990022,-99.23760161,51.94869999,471.7813098,1,3,1,2,3,4
Hudsonian Godwit,hudgod,34,-103.2571625,47.75180983,-86.54160161,48.25129999,496.3735554,1,3,1,2,3,4
Hudsonian Godwit,hudgod,35,-95.0355238,42.61747773,-82.23600161,48.75669999,527.7874263,1,3,1,2,3,4
Hudsonian Godwit,hudgod,36,-70.89672767,11.22719213,-71.33400161,38.86149999,659.1753682,1,3,1,2,3,4
Hudsonian Godwit,hudgod,37,-64.42501342,-13.94518101,-61.23240161,-30.19210001,747.2450344,1,3,1,2,3,4
Hudsonian Godwit,hudgod,38,-65.69557885,-11.35439075,-62.17080161,-30.64430001,756.9519969,1,3,1,2,3,4
Hudsonian Godwit,hudgod,39,-70.23715769,-0.195454456,-73.04520161,-30.64430001,797.3849354,1,3,1,2,3,4
