Species,Species_code,Week,long_mean,lat_mean,long_median,lat_median,dist,cluster2,cluster3,cluster4,hcluster2,hcluster3,hcluster4
American Avocet,ameavo,1,-100.959,26.38675,-101.004,25.5083,164.7376689,2,2,2,1,2,2
American Avocet,ameavo,2,-101.073,26.85825,-101.335,26.0935,0,2,2,2,1,2,2
American Avocet,ameavo,3,-101.994,27.35852,-102.329,26.5457,3.525934964,2,2,2,1,2,2
American Avocet,ameavo,4,-102.313,27.46947,-102.798,26.7585,4.656895236,2,2,2,1,2,2
American Avocet,ameavo,5,-102.837,27.56833,-103.819,26.7319,6.469758024,2,2,2,1,2,2
American Avocet,ameavo,6,-103.464,27.68925,-104.592,26.6787,8.631887951,2,2,2,1,2,2
American Avocet,ameavo,7,-104.674,28.57125,-105.475,27.7161,13.6047868,2,2,2,1,2,2
American Avocet,ameavo,8,-106.023,28.67935,-106.662,27.4235,18.2284185,2,2,2,1,2,2
American Avocet,ameavo,9,-106.946,29.33677,-107.269,28.7003,22.03709353,2,2,2,1,2,2
American Avocet,ameavo,10,-106.935,29.69059,-107.38,29.0594,23.1680538,2,2,2,1,2,2
American Avocet,ameavo,11,-107.005,30.63048,-107.076,31.0677,26.16177216,2,2,2,1,2,2
American Avocet,ameavo,12,-106.714,31.4317,-106.386,32.7967,28.92264577,2,2,2,1,2,2
American Avocet,ameavo,13,-107.267,32.02929,-106.386,33.5947,31.6169923,2,2,2,1,2,2
American Avocet,ameavo,14,-107.847,33.01023,-106.91,34.3395,35.35914025,2,2,2,1,2,2
American Avocet,ameavo,15,-106.959,36.33932,-106.193,37.3719,46.3860029,2,2,2,1,2,2
American Avocet,ameavo,16,-103.839,43.32699,-102.246,45.1923,71.00102058,2,2,2,1,2,2
American Avocet,ameavo,17,-104.454,44.60014,-103.819,46.9213,75.62465228,2,2,2,1,2,2
American Avocet,ameavo,18,-104.599,44.78935,-103.957,47.0543,76.40634541,2,2,2,1,2,2
American Avocet,ameavo,19,-105.279,45.0551,-104.675,47.7193,78.86784717,2,2,2,1,2,2
American Avocet,ameavo,20,-105.387,45.03514,-104.84,47.5331,79.25037785,2,2,2,1,2,2
American Avocet,ameavo,21,-105.478,45.18717,-105.034,47.5331,79.83248976,2,2,2,1,2,2
American Avocet,ameavo,22,-106.042,45.33545,-105.558,47.6129,81.81167024,2,2,2,1,2,2
American Avocet,ameavo,23,-106.301,45.35247,-105.834,47.7193,82.70978577,2,2,2,1,2,2
American Avocet,ameavo,24,-106.221,45.23574,-105.724,47.5597,83.17547528,2,2,2,1,2,2
American Avocet,ameavo,25,-106.217,44.92558,-105.696,47.3469,84.15674959,2,2,2,1,2,2
American Avocet,ameavo,26,-106.014,44.52123,-105.365,46.8681,85.62034528,2,2,2,1,2,2
American Avocet,ameavo,27,-105.744,43.95443,-104.868,46.0967,87.63278927,2,2,2,1,2,2
American Avocet,ameavo,28,-105.46,43.33048,-104.454,45.4317,89.82818276,2,2,2,1,2,2
American Avocet,ameavo,29,-104.922,42.34371,-104.012,43.7825,93.45390829,2,2,2,1,2,2
American Avocet,ameavo,30,-105.131,42.54768,-104.426,44.2879,94.41855089,2,2,2,1,2,2
American Avocet,ameavo,31,-105.366,42.78253,-104.813,44.8997,95.49961585,2,2,2,1,2,2
American Avocet,ameavo,32,-105.767,42.9533,-105.613,44.8465,97.01310683,2,2,2,1,2,2
American Avocet,ameavo,33,-105.575,41.42697,-105.696,41.5747,101.9860057,2,2,2,1,2,2
American Avocet,ameavo,34,-104.687,40.31766,-104.592,39.3403,106.6429009,2,2,2,1,2,2
American Avocet,ameavo,35,-104.459,39.27463,-104.068,37.9039,110.0357817,2,2,2,1,2,2
American Avocet,ameavo,36,-104.089,38.47588,-103.322,37.2921,112.8798141,2,2,2,1,2,2
American Avocet,ameavo,37,-103.674,38.1937,-102.743,37.3719,114.5429911,2,2,2,1,2,2
American Avocet,ameavo,38,-103.13,37.54129,-102.577,36.6537,117.3371282,2,2,2,1,2,2
American Avocet,ameavo,39,-103.017,36.70032,-102.632,35.3503,120.08137,2,2,2,1,2,2
American Avocet,ameavo,40,-103.4,36.35763,-102.908,35.0843,121.811074,2,2,2,1,2,2
American Avocet,ameavo,41,-102.895,35.00914,-102.688,33.9671,126.4679692,2,2,2,1,2,2
American Avocet,ameavo,42,-102.702,34.02242,-102.356,33.2489,129.6612688,2,2,2,1,2,2
American Avocet,ameavo,43,-102.083,32.9127,-101.97,32.1849,133.7693157,2,2,2,1,2,2
American Avocet,ameavo,44,-102.132,30.06997,-102.274,29.2589,142.7837343,2,2,2,1,2,2
American Avocet,ameavo,45,-102.132,28.15396,-102.218,26.7053,148.8875934,2,2,2,1,2,2
American Avocet,ameavo,46,-103.054,27.23027,-102.439,25.7743,153.2118533,2,2,2,1,2,2
American Avocet,ameavo,47,-103.126,26.65303,-102.356,25.4817,155.0912431,2,2,2,1,2,2
American Avocet,ameavo,48,-102.939,26.33764,-102.412,25.4817,156.2887305,2,2,2,1,2,2
American Avocet,ameavo,49,-102.684,25.92962,-102.632,25.2157,157.8521167,2,2,2,1,2,2
American Avocet,ameavo,50,-102.177,25.67555,-102.218,25.1625,159.7647702,2,2,2,1,2,2
American Avocet,ameavo,51,-101.466,25.83937,-101.363,25.2157,162.2595354,2,2,2,1,2,2
American Avocet,ameavo,52,-101.159,26.12086,-100.935,25.3487,163.6399722,2,2,2,1,2,2
American Black Duck,ambduc,1,-77.8623,40.14184,-77.13,40.1915,99.51977179,2,2,2,1,1,1
American Black Duck,ambduc,2,-78.1639,40.13497,-77.268,40.1649,0,2,2,2,1,1,1
American Black Duck,ambduc,3,-78.2686,40.19985,-77.1576,40.3245,0.412235871,2,2,2,1,1,1
American Black Duck,ambduc,4,-78.339,40.25145,-77.268,40.3777,0.70381734,2,2,2,1,1,1
American Black Duck,ambduc,5,-78.418,40.1443,-77.7372,40.2447,1.146216811,2,2,2,1,1,1
American Black Duck,ambduc,6,-78.5992,39.98001,-78.5376,40.1117,1.970688551,2,2,2,1,1,1
American Black Duck,ambduc,7,-79.2548,40.23969,-79.7244,40.4043,4.353612972,2,2,2,1,1,1
American Black Duck,ambduc,8,-80.5324,40.69256,-82.0704,40.8831,8.918371146,2,2,2,1,1,1
American Black Duck,ambduc,9,-80.7905,40.94971,-82.788,41.0427,10.14502423,2,2,2,1,1,1
American Black Duck,ambduc,10,-80.7453,41.17341,-82.5948,41.2023,10.87900516,2,2,2,1,1,1
American Black Duck,ambduc,11,-80.686,41.36708,-82.0704,41.3885,11.5224953,2,2,2,1,1,1
American Black Duck,ambduc,12,-80.5802,41.54703,-81.8496,41.6013,12.19614904,2,2,2,1,1,1
American Black Duck,ambduc,13,-80.3567,41.95874,-81.546,42.0003,13.70432906,2,2,2,1,1,1
American Black Duck,ambduc,14,-79.8767,42.30828,-80.856,42.4525,15.67501761,2,2,2,1,1,1
American Black Duck,ambduc,15,-78.696,43.63892,-78.924,43.6761,21.48653793,2,2,2,1,1,1
American Black Duck,ambduc,16,-77.3909,45.00446,-77.1576,45.1923,27.67007598,2,2,2,1,1,1
American Black Duck,ambduc,17,-76.0362,45.94809,-76.1088,46.1499,33.1497967,2,2,2,1,1,1
American Black Duck,ambduc,18,-75.1743,46.46471,-75.5568,46.6553,36.49795633,2,2,2,1,1,1
American Black Duck,ambduc,19,-74.9453,46.68046,-75.4464,46.8149,37.55368233,2,2,2,1,1,1
American Black Duck,ambduc,20,-75.2741,47.0213,-75.6672,47.0543,39.14229862,2,2,2,1,1,1
American Black Duck,ambduc,21,-75.6834,47.3354,-75.9984,47.2937,40.84151476,2,2,2,1,1,1
American Black Duck,ambduc,22,-76.4049,47.96522,-76.4952,47.7459,43.99863826,2,2,2,1,1,1
American Black Duck,ambduc,23,-76.8768,48.17633,-76.6884,47.8789,45.73807254,2,2,2,1,1,1
American Black Duck,ambduc,24,-77.2847,48.42372,-76.9644,47.9587,47.33674336,2,2,2,1,1,1
American Black Duck,ambduc,25,-77.1745,48.44905,-77.0472,47.9587,47.73892469,2,2,2,1,1,1
American Black Duck,ambduc,26,-76.7196,48.03389,-76.854,47.6129,49.77999498,2,2,2,1,1,1
American Black Duck,ambduc,27,-76.4961,47.62521,-76.7436,47.3203,51.28817499,2,2,2,1,1,1
American Black Duck,ambduc,28,-76.0761,47.43608,-76.4952,47.2139,52.8566822,2,2,2,1,1,1
American Black Duck,ambduc,29,-75.2683,47.4986,-76.1916,47.2937,55.61162437,2,2,2,1,1,1
American Black Duck,ambduc,30,-74.6303,47.84913,-75.9984,47.5863,58.08503959,2,2,2,1,1,1
American Black Duck,ambduc,31,-75.0103,47.91412,-76.2744,47.7193,59.412238,2,2,2,1,1,1
American Black Duck,ambduc,32,-75.7426,47.75429,-76.6332,47.6395,61.95603495,2,2,2,1,1,1
American Black Duck,ambduc,33,-75.4493,47.7786,-76.7436,47.7725,62.95143376,2,2,2,1,1,1
American Black Duck,ambduc,34,-76.5726,47.77114,-77.406,47.7725,66.76210193,2,2,2,1,1,1
American Black Duck,ambduc,35,-77.0663,47.63415,-77.4336,47.7193,68.49148168,2,2,2,1,1,1
American Black Duck,ambduc,36,-77.396,47.68489,-77.5164,47.9055,69.64775302,2,2,2,1,1,1
American Black Duck,ambduc,37,-77.4493,47.31476,-77.3508,47.6927,70.88446063,2,2,2,1,1,1
American Black Duck,ambduc,38,-77.1445,46.97663,-77.1852,47.4267,72.38258611,2,2,2,1,1,1
American Black Duck,ambduc,39,-77.0044,46.65879,-77.268,47.1075,73.50869386,2,2,2,1,1,1
American Black Duck,ambduc,40,-77.2215,46.05808,-77.2956,46.5755,75.57992775,2,2,2,1,1,1
American Black Duck,ambduc,41,-77.9457,45.41622,-77.7648,45.9105,78.77726937,2,2,2,1,1,1
American Black Duck,ambduc,42,-78.7023,45.04972,-78.1788,45.4051,81.63275683,2,2,2,1,1,1
American Black Duck,ambduc,43,-78.4779,44.69364,-78.0684,44.9263,83.03033699,2,2,2,1,1,1
American Black Duck,ambduc,44,-78.4391,44.51683,-78.1236,44.5273,83.60344545,2,2,2,1,1,1
American Black Duck,ambduc,45,-78.4949,43.94055,-78.3168,43.5431,85.45347959,2,2,2,1,1,1
American Black Duck,ambduc,46,-77.8244,42.65357,-77.406,42.3993,90.12883764,2,2,2,1,1,1
American Black Duck,ambduc,47,-77.6434,42.0491,-76.9644,41.9737,92.15985333,2,2,2,1,1,1
American Black Duck,ambduc,48,-77.8528,41.56253,-76.854,41.6279,93.85906951,2,2,2,1,1,1
American Black Duck,ambduc,49,-77.8808,41.19483,-76.854,41.3353,95.03544992,2,2,2,1,1,1
American Black Duck,ambduc,50,-78.118,40.63919,-77.1852,40.6969,96.97597488,2,2,2,1,1,1
American Black Duck,ambduc,51,-78.014,40.3815,-77.2128,40.3511,97.8909374,2,2,2,1,1,1
American Black Duck,ambduc,52,-77.7317,40.18728,-77.0748,40.1649,99.03715423,2,2,2,1,1,1
American Crow,amecro,1,-88.0751,40.47783,-89.274,40.5639,86.54331252,2,2,2,1,1,1
American Crow,amecro,2,-88.5753,40.04608,-89.688,40.1915,0,2,2,2,1,1,1
American Crow,amecro,3,-89.1168,39.87199,-90.1572,40.1117,1.925550991,2,2,2,1,1,1
American Crow,amecro,4,-89.0747,39.89446,-90.0744,40.1383,2.085274115,2,2,2,1,1,1
American Crow,amecro,5,-89.0465,40.06712,-90.0192,40.3511,2.644305048,2,2,2,1,1,1
American Crow,amecro,6,-89.0628,40.28504,-89.9088,40.6171,3.336438584,2,2,2,1,1,1
American Crow,amecro,7,-89.0803,40.75553,-89.5776,41.0427,4.844934752,2,2,2,1,1,1
American Crow,amecro,8,-89.8669,41.31222,-90.0468,41.7343,8.074891253,2,2,2,1,1,1
American Crow,amecro,9,-90.444,41.61235,-90.654,42.1599,10.24890044,2,2,2,1,1,1
American Crow,amecro,10,-90.9933,41.96436,-91.3716,42.5589,12.41403611,2,2,2,1,1,1
American Crow,amecro,11,-91.9899,42.74622,-92.586,43.4101,16.60233136,2,2,2,1,1,1
American Crow,amecro,12,-93.8727,43.71949,-94.656,44.3411,23.69226335,2,2,2,1,1,1
American Crow,amecro,13,-94.9349,44.65852,-95.9256,45.1657,28.35972796,2,2,2,1,1,1
American Crow,amecro,14,-95.3995,45.04104,-96.3948,45.5115,30.37401402,2,2,2,1,1,1
American Crow,amecro,15,-95.2389,45.19069,-96.2568,45.6977,31.13713561,2,2,2,1,1,1
American Crow,amecro,16,-94.9069,45.08621,-95.7876,45.6179,32.31731202,2,2,2,1,1,1
American Crow,amecro,17,-94.6414,45.1676,-95.4288,45.7509,33.27565077,2,2,2,1,1,1
American Crow,amecro,18,-94.4785,44.82976,-95.0424,45.4583,34.50019472,2,2,2,1,1,1
American Crow,amecro,19,-94.1779,44.67994,-94.6284,45.3253,35.62713009,2,2,2,1,1,1
American Crow,amecro,20,-93.9597,44.61395,-94.4904,45.2189,36.39912519,2,2,2,1,1,1
American Crow,amecro,21,-93.8282,44.59461,-94.4076,45.1923,36.86942105,2,2,2,1,1,1
American Crow,amecro,22,-94.0319,45.17617,-94.8216,45.6445,38.8659601,2,2,2,1,1,1
American Crow,amecro,23,-94.1449,45.20821,-94.932,45.6711,39.28301492,2,2,2,1,1,1
American Crow,amecro,24,-94.3589,45.03898,-94.9596,45.4849,40.21473315,2,2,2,1,1,1
American Crow,amecro,25,-94.2084,44.87399,-94.6836,45.4051,40.96010772,2,2,2,1,1,1
American Crow,amecro,26,-94.358,44.83158,-94.8216,45.3785,41.50139164,2,2,2,1,1,1
American Crow,amecro,27,-94.188,44.78597,-94.656,45.3519,42.10479011,2,2,2,1,1,1
American Crow,amecro,28,-94.1553,44.85515,-94.6008,45.4583,42.37099531,2,2,2,1,1,1
American Crow,amecro,29,-94.4476,45.12437,-94.9872,45.5913,43.70202134,2,2,2,1,1,1
American Crow,amecro,30,-94.2516,45.50922,-95.0424,45.8307,45.13952946,2,2,2,1,1,1
American Crow,amecro,31,-93.8904,45.55746,-94.6836,45.8839,46.39069393,2,2,2,1,1,1
American Crow,amecro,32,-93.3313,45.74001,-94.104,46.0435,48.37835946,2,2,2,1,1,1
American Crow,amecro,33,-93.0096,45.59831,-93.6348,45.9903,49.56740938,2,2,2,1,1,1
American Crow,amecro,34,-92.744,45.43728,-93.276,45.8573,50.60560969,2,2,2,1,1,1
American Crow,amecro,35,-92.4814,45.20199,-92.8068,45.6445,51.76803909,2,2,2,1,1,1
American Crow,amecro,36,-92.1613,44.73574,-92.4756,45.1923,53.61372852,2,2,2,1,1,1
American Crow,amecro,37,-92.2473,44.24458,-92.6412,44.8465,55.24645378,2,2,2,1,1,1
American Crow,amecro,38,-92.8197,44.06109,-93.1656,44.5805,57.29623387,2,2,2,1,1,1
American Crow,amecro,39,-93.1364,43.89853,-93.69,44.4209,58.52077782,2,2,2,1,1,1
American Crow,amecro,40,-92.696,43.35491,-93.3036,43.8357,60.8278896,2,2,2,1,1,1
American Crow,amecro,41,-92.6455,43.12265,-93.3036,43.4367,61.60875821,2,2,2,1,1,1
American Crow,amecro,42,-90.8999,42.55021,-91.62,42.8781,67.82021302,2,2,2,1,1,1
American Crow,amecro,43,-90.1802,41.87649,-90.9576,42.0801,71.07679004,2,2,2,1,1,1
American Crow,amecro,44,-89.9555,41.6131,-90.9576,41.7343,72.20372541,2,2,2,1,1,1
American Crow,amecro,45,-89.2821,41.37615,-90.3228,41.4949,74.61731928,2,2,2,1,1,1
American Crow,amecro,46,-88.594,41.08627,-89.7432,41.2023,77.12852173,2,2,2,1,1,1
American Crow,amecro,47,-88.5758,41.03419,-89.6052,41.1491,77.31486537,2,2,2,1,1,1
American Crow,amecro,48,-89.0752,41.14534,-89.826,41.2023,79.05407272,2,2,2,1,1,1
American Crow,amecro,49,-89.3692,41.14493,-89.9364,41.1225,80.0656525,2,2,2,1,1,1
American Crow,amecro,50,-89.339,41.29372,-89.9364,41.2289,80.5803159,2,2,2,1,1,1
American Crow,amecro,51,-88.8669,41.22286,-89.4672,41.1225,82.22191463,2,2,2,1,1,1
American Crow,amecro,52,-87.9982,40.76811,-89.0532,40.7235,85.54947976,2,2,2,1,1,1
American Kestrel,amekes,1,-76.5981,2.144302,-71.5272,-7.3826,154.5001381,2,2,3,1,2,2
American Kestrel,amekes,2,-75.9989,1.743955,-71.0028,-7.8481,0,2,2,3,1,2,2
American Kestrel,amekes,3,-75.6062,1.388265,-70.6716,-8.1673,1.741597982,2,2,3,1,2,2
American Kestrel,amekes,4,-76.0858,1.737779,-71.058,-7.7151,3.718547043,2,2,3,1,2,2
American Kestrel,amekes,5,-76.4511,1.996489,-71.2512,-6.6777,5.193413803,2,2,3,1,2,2
American Kestrel,amekes,6,-76.8603,2.174765,-71.4444,0.1053,6.699660707,2,2,3,1,2,2
American Kestrel,amekes,7,-77.3972,2.741604,-72.024,3.5101,9.272832504,2,2,3,1,2,2
American Kestrel,amekes,8,-77.3412,2.835944,-71.9412,3.4569,9.649394228,2,2,3,1,2,2
American Kestrel,amekes,9,-77.8304,3.30557,-72.2724,4.0953,11.89307451,2,2,3,1,2,2
American Kestrel,amekes,10,-78.0754,3.7922,-72.6036,4.8401,13.65036256,2,2,3,1,2,2
American Kestrel,amekes,11,-79.2872,5.052822,-74.2596,8.0321,19.37723881,2,2,3,1,2,2
American Kestrel,amekes,12,-80.0452,6.366665,-75.6948,9.9207,24.27254125,2,2,3,1,2,2
American Kestrel,amekes,13,-80.8582,7.781956,-77.1024,16.9165,29.51302527,2,2,3,1,2,2
American Kestrel,amekes,14,-81.4379,8.918571,-77.82,18.9381,33.65520425,2,2,3,1,2,2
American Kestrel,amekes,15,-81.1348,9.630648,-76.9092,19.5233,36.18130583,2,2,3,1,2,2
American Kestrel,amekes,16,-81.7647,11.67696,-77.4336,22.5291,43.03786725,2,2,3,1,2,2
American Kestrel,amekes,17,-82.9089,13.90865,-78.2892,27.4501,51.08687415,2,2,3,1,2,2
American Kestrel,amekes,18,-83.1463,14.51442,-77.958,27.5033,53.18934378,2,2,3,1,2,2
American Kestrel,amekes,19,-83.3778,14.52712,-77.9856,26.8649,54.00522752,2,2,3,1,2,2
American Kestrel,amekes,20,-83.5869,14.21385,-77.5992,27.9555,55.2447432,2,2,3,1,2,2
American Kestrel,amekes,21,-84.0031,14.06259,-78.0408,29.5249,56.78237025,2,2,3,1,2,2
American Kestrel,amekes,22,-85.4093,15.342,-80.6076,32.2913,63.07408909,2,2,3,1,2,2
American Kestrel,amekes,23,-84.7874,14.31992,-79.5312,31.5465,66.94953685,2,2,3,1,2,2
American Kestrel,amekes,24,-84.258,13.41844,-78.372,29.8973,70.33859238,2,2,3,1,2,2
American Kestrel,amekes,25,-84.319,13.32867,-78.234,28.5673,70.71515411,2,2,3,1,2,2
American Kestrel,amekes,26,-83.8248,13.02737,-76.7988,26.9979,72.69210317,2,2,3,1,2,2
American Kestrel,amekes,27,-83.9417,13.39529,-76.9092,27.6363,73.93161885,2,2,3,1,2,2
American Kestrel,amekes,28,-84.003,13.75326,-77.5164,29.4983,75.09268417,2,2,3,1,2,2
American Kestrel,amekes,29,-84.3388,14.32258,-78.7032,31.1475,77.22653395,2,2,3,1,2,2
American Kestrel,amekes,30,-84.4832,14.40009,-79.3932,31.6795,77.79137654,2,2,3,1,2,2
American Kestrel,amekes,31,-85.4406,15.27136,-81.27,32.4243,82.04338602,2,2,3,1,2,2
American Kestrel,amekes,32,-85.633,15.32475,-81.4908,32.3179,82.73374919,2,2,3,1,2,2
American Kestrel,amekes,33,-85.6992,15.5919,-81.822,32.5307,83.62808325,2,2,3,1,2,2
American Kestrel,amekes,34,-85.6621,15.66204,-81.408,32.3179,83.89481455,2,2,3,1,2,2
American Kestrel,amekes,35,-85.368,15.31492,-81.0492,31.2805,85.40106138,2,2,3,1,2,2
American Kestrel,amekes,36,-85.007,15.29218,-80.7456,30.5889,86.64057707,2,2,3,1,2,2
American Kestrel,amekes,37,-84.0826,14.62812,-79.6968,29.6047,90.42188439,2,2,3,1,2,2
American Kestrel,amekes,38,-82.9227,13.67236,-78.8964,28.1949,95.37994715,2,2,3,1,2,2
American Kestrel,amekes,39,-82.3347,12.57223,-78.2616,26.3063,99.41229561,2,2,3,1,2,2
American Kestrel,amekes,40,-81.7534,11.29287,-77.682,23.1409,103.8996562,2,2,3,1,2,2
American Kestrel,amekes,41,-80.3207,8.940771,-76.1916,18.6721,112.795927,2,2,3,1,2,2
American Kestrel,amekes,42,-78.4255,6.387198,-73.6248,8.8833,123.1043042,2,2,3,1,2,2
American Kestrel,amekes,43,-77.366,4.640681,-72.438,5.6913,129.6941344,2,2,3,1,2,2
American Kestrel,amekes,44,-76.8211,3.618078,-71.9964,3.2973,133.4126815,2,2,3,1,2,2
American Kestrel,amekes,45,-76.2866,2.878052,-71.4444,-2.0759,136.3937951,2,2,3,1,2,2
American Kestrel,amekes,46,-76.2738,2.495114,-71.3616,1.7279,137.6490009,2,2,3,1,2,2
American Kestrel,amekes,47,-76.8808,2.827161,-71.9688,3.6697,139.9868216,2,2,3,1,2,2
American Kestrel,amekes,48,-77.3283,2.934229,-72.2172,4.4943,141.5558288,2,2,3,1,2,2
American Kestrel,amekes,49,-77.9093,3.351376,-72.7968,6.0371,143.9250297,2,2,3,1,2,2
American Kestrel,amekes,50,-78.4378,3.833765,-73.542,7.3671,146.2785404,2,2,3,1,2,2
American Kestrel,amekes,51,-78.1451,3.517568,-73.2384,6.6223,147.6906469,2,2,3,1,2,2
American Kestrel,amekes,52,-77.4259,2.798567,-72.438,3.9091,151.0169422,2,2,3,1,2,2
American Oystercatcher,ameoys,1,-78.0228,-5.8621,-74.9772,-2.5547,180.512961,2,2,2,1,2,2
American Oystercatcher,ameoys,2,-78.1455,-4.9044,-75.1152,-0.8257,0,2,2,2,1,2,2
American Oystercatcher,ameoys,3,-77.7773,-4.05895,-74.9772,-0.3735,2.974277835,2,2,2,1,2,2
American Oystercatcher,ameoys,4,-77.7866,-4.12609,-75.1428,-0.4267,3.194594711,2,2,2,1,2,2
American Oystercatcher,ameoys,5,-77.7773,-4.59861,-74.8392,-0.7459,4.718453109,2,2,2,1,2,2
American Oystercatcher,ameoys,6,-78.1486,-4.42582,-75.0324,-0.4267,6.113793328,2,2,2,1,2,2
American Oystercatcher,ameoys,7,-78.1878,-4.7075,-74.5908,-0.7193,7.050140054,2,2,2,1,2,2
American Oystercatcher,ameoys,8,-78.6861,-3.19523,-75.0324,0.2117,12.1541477,2,2,2,1,2,2
American Oystercatcher,ameoys,9,-78.8195,-1.27095,-75.2256,8.9897,18.26794102,2,2,2,1,2,2
American Oystercatcher,ameoys,10,-78.8977,0.00392,-75.4464,10.8517,22.30708376,2,2,2,1,2,2
American Oystercatcher,ameoys,11,-79.5001,3.070547,-75.75,16.1983,32.22134321,2,2,2,1,2,2
American Oystercatcher,ameoys,12,-79.4945,3.729618,-75.75,17.9007,34.35107302,2,2,2,1,2,2
American Oystercatcher,ameoys,13,-79.1882,3.726356,-75.7776,17.1958,35.41593793,2,2,2,1,2,2
American Oystercatcher,ameoys,14,-79.0819,3.740376,-75.75,16.3845,35.78313272,2,2,2,1,2,2
American Oystercatcher,ameoys,15,-78.5243,2.711547,-75.5292,16.0121,39.58359884,2,2,2,1,2,2
American Oystercatcher,ameoys,16,-77.9937,2.641308,-75.3636,14.5358,41.47465203,2,2,2,1,2,2
American Oystercatcher,ameoys,17,-77.8787,3.190368,-75.4188,17.1293,43.29226627,2,2,2,1,2,2
American Oystercatcher,ameoys,18,-77.997,3.610435,-75.5016,18.1401,44.70596623,2,2,2,1,2,2
American Oystercatcher,ameoys,19,-78.3554,4.124673,-75.6396,20.574,46.74389733,2,2,2,1,2,2
American Oystercatcher,ameoys,20,-79.1484,4.284216,-75.8052,21.2656,49.57129725,2,2,2,1,2,2
American Oystercatcher,ameoys,21,-79.2172,3.517705,-75.6396,18.4593,52.10494133,2,2,2,1,2,2
American Oystercatcher,ameoys,22,-78.7535,2.746294,-75.2808,18.2997,55.02413995,2,2,2,1,2,2
American Oystercatcher,ameoys,23,-78.4909,2.123748,-74.8392,15.8791,57.1722295,2,2,2,1,2,2
American Oystercatcher,ameoys,24,-78.041,1.414914,-74.3976,11.4901,59.90783072,2,2,2,1,2,2
American Oystercatcher,ameoys,25,-77.4322,1.06763,-74.37,9.6547,62.2578774,2,2,2,1,2,2
American Oystercatcher,ameoys,26,-77.0988,0.999934,-74.4528,9.3355,63.414541,2,2,2,1,2,2
American Oystercatcher,ameoys,27,-76.6175,0.33392,-74.37,8.5907,66.095063,2,2,2,1,2,2
American Oystercatcher,ameoys,28,-75.7496,-0.86089,-74.1492,7.4469,70.88695507,2,2,2,1,2,2
American Oystercatcher,ameoys,29,-73.7646,-2.64489,-73.7076,-2.2355,79.66291066,2,2,2,1,2,2
American Oystercatcher,ameoys,30,-72.8056,-3.97096,-73.4592,-5.228,84.96887545,2,2,2,1,2,2
American Oystercatcher,ameoys,31,-71.9159,-5.45127,-72.99,-10.1224,90.58695577,2,2,2,1,2,2
American Oystercatcher,ameoys,32,-72.1673,-6.75207,-72.852,-13.474,94.91985439,2,2,2,1,2,2
American Oystercatcher,ameoys,33,-73.2643,-6.96596,-73.1556,-11.8381,98.81211919,2,2,2,1,2,2
American Oystercatcher,ameoys,34,-73.6335,-9.91334,-73.4592,-18.2487,108.3408241,2,2,2,1,2,2
American Oystercatcher,ameoys,35,-74.2297,-10.3236,-73.5144,-17.1581,110.7826695,2,2,2,1,2,2
American Oystercatcher,ameoys,36,-74.5184,-10.3657,-73.5972,-17.7699,111.7740954,2,2,2,1,2,2
American Oystercatcher,ameoys,37,-74.7849,-10.7238,-73.68,-20.6826,113.2795941,2,2,2,1,2,2
American Oystercatcher,ameoys,38,-74.2651,-12.3557,-73.6524,-26.2287,118.8425952,2,2,2,1,2,2
American Oystercatcher,ameoys,39,-73.649,-12.4823,-73.4868,-25.9361,121.0090445,2,2,2,1,2,2
American Oystercatcher,ameoys,40,-73.074,-13.1706,-73.3488,-27.6385,123.9466028,2,2,2,1,2,2
American Oystercatcher,ameoys,41,-73.5827,-12.1245,-73.2108,-25.7233,127.6919898,2,2,2,1,2,2
American Oystercatcher,ameoys,42,-74.5776,-9.20484,-73.404,-20.9752,137.5878895,2,2,2,1,2,2
American Oystercatcher,ameoys,43,-74.8138,-9.40082,-73.4316,-22.5712,138.6343946,2,2,2,1,2,2
American Oystercatcher,ameoys,44,-75.2491,-9.60387,-73.404,-22.518,140.2867712,2,2,2,1,2,2
American Oystercatcher,ameoys,45,-76.2724,-8.5128,-73.5144,-17.198,145.2622607,2,2,2,1,2,2
American Oystercatcher,ameoys,46,-77.1778,-5.63009,-74.0112,-7.8747,154.9011241,2,2,2,1,2,2
American Oystercatcher,ameoys,47,-77.4653,-5.1777,-74.3424,-5.8132,156.6452993,2,2,2,1,2,2
American Oystercatcher,ameoys,48,-77.7995,-4.8179,-74.6598,-4.297,158.2609564,2,2,2,1,2,2
American Oystercatcher,ameoys,49,-77.5657,-5.26436,-74.4942,-4.9886,159.8949733,2,2,2,1,2,2
American Oystercatcher,ameoys,50,-75.9309,-6.72681,-73.9008,-5.6935,167.1837899,2,2,2,1,2,2
American Oystercatcher,ameoys,51,-76.2768,-7.75505,-73.9284,-8.4599,170.8190184,2,2,2,1,2,2
American Oystercatcher,ameoys,52,-77.3497,-7.53947,-74.3148,-8.1407,174.6745637,2,2,2,1,2,2
American Robin,amerob,1,-97.98443795,38.15631577,-98.46480161,38.40929999,151.8959012,2,3,3,1,1,1
American Robin,amerob,2,-97.72522619,38.10010531,-98.10600161,38.38269999,0,2,3,3,1,1,1
American Robin,amerob,3,-97.58481262,38.06565847,-97.85760161,38.35609999,0.458438333,2,3,3,1,1,1
